Temp [deg C],X_accel [g],Y_accel [g],Z_accel [g]
21.795580,0.023009,0.052744,-0.883253
21.685083,0.025061,0.052820,-0.888041
21.685083,0.022857,0.049020,-0.883823
21.795580,0.022458,0.051414,-0.882873
21.795580,0.023997,0.049799,-0.885077
21.906077,0.030210,0.049248,-0.884241
21.795580,0.025118,0.053979,-0.884279
21.795580,0.021489,0.047386,-0.882341
21.795580,0.024149,0.053067,-0.882303
21.574586,0.028899,0.053998,-0.881847
21.906077,0.028557,0.049419,-0.882037
21.795580,0.026961,0.045239,-0.875672
21.574586,0.025175,0.053599,-0.883899
21.795580,0.023104,0.050787,-0.887794
21.906077,0.023655,0.054036,-0.883063
21.574586,0.026505,0.053770,-0.884184
21.906077,0.025612,0.051224,-0.881486
21.795580,0.028614,0.051566,-0.881999
21.906077,0.026049,0.054150,-0.884621
21.795580,0.025840,0.047310,-0.879092
21.906077,0.025251,0.049210,-0.885248
21.906077,0.023218,0.053314,-0.885362
21.795580,0.026125,0.050312,-0.879187
21.574586,0.025783,0.052136,-0.886008
21.795580,0.026980,0.049932,-0.884013
21.795580,0.026144,0.049096,-0.883158
21.906077,0.025403,0.054587,-0.885096
21.574586,0.026733,0.049723,-0.882341
21.574586,0.027056,0.049951,-0.883538
21.685083,0.023446,0.053238,-0.883937
21.685083,0.020900,0.050103,-0.882303
21.685083,0.025859,0.047709,-0.885647
21.906077,0.022021,0.050749,-0.886160
21.906077,0.022154,0.050749,-0.877344
21.795580,0.023617,0.052934,-0.887585
21.795580,0.026106,0.052231,-0.879434
21.685083,0.025935,0.049514,-0.880384
21.795580,0.023218,0.055138,-0.890264
21.574586,0.023351,0.056069,-0.880707
21.574586,0.026334,0.052782,-0.881695
21.906077,0.025479,0.052022,-0.883538
21.685083,0.028614,0.053124,-0.884735
21.795580,0.023503,0.053143,-0.884868
21.906077,0.022610,0.050236,-0.883728
21.906077,0.025175,0.055936,-0.891138
21.795580,0.023313,0.050882,-0.881904
21.906077,0.021964,0.052193,-0.883519
21.574586,0.027569,0.053010,-0.888687
21.906077,0.025593,0.052820,-0.883367
21.795580,0.022363,0.049552,-0.882455
21.906077,0.026676,0.054055,-0.883462
21.574586,0.023807,0.055119,-0.886844
21.685083,0.025175,0.056145,-0.883462
21.906077,0.070737,0.064771,-0.891746
21.906077,0.024738,0.061959,-0.886350
21.795580,0.035568,0.075297,-0.887319
21.795580,0.039862,0.082859,-0.907839
21.685083,0.022325,0.080256,-0.874019
21.906077,0.024453,0.058368,-0.883386
21.906077,0.023275,0.059565,-0.888801
21.795580,0.026372,0.068704,-0.882075
22.016575,0.028063,0.066842,-0.882018
21.906077,0.019589,0.063327,-0.885381
21.795580,0.025194,0.063593,-0.881372
21.906077,0.026695,0.065227,-0.881163
21.685083,0.031255,0.063270,-0.880992
21.795580,0.019418,0.069559,-0.887756
21.906077,0.024567,0.066234,-0.889846
21.685083,0.020634,0.066386,-0.888383
21.906077,0.030628,0.060800,-0.883690
21.464088,0.022629,0.061750,-0.882189
21.906077,0.023807,0.071877,-0.893817
21.795580,0.032281,0.062073,-0.879643
21.685083,-0.005016,0.020406,-0.896591
21.906077,0.021014,0.062111,-0.888003
21.906077,0.026828,0.056468,-0.883937
21.795580,0.026125,0.058938,-0.882417
21.795580,0.029431,0.063840,-0.888041
21.574586,0.024377,0.060534,-0.882018
21.906077,0.024928,0.060591,-0.882816
21.795580,0.027873,0.023693,-0.871207
21.795580,0.210197,0.071706,-0.963623
21.795580,0.332614,0.091067,-0.858515
21.795580,0.450034,0.143412,-0.810787
21.795580,0.813789,0.214054,-0.714229
21.906077,0.676400,0.316787,-0.355110
21.795580,0.925661,0.358967,-0.205732
21.906077,0.867065,0.407512,0.119016
21.795580,0.962787,0.422028,0.285988
21.795580,0.755801,0.554382,0.394649
21.795580,0.791236,0.339397,0.651206
21.795580,0.471067,0.335312,0.883728
21.906077,0.438235,0.226404,0.848559
21.685083,0.180386,0.226822,0.906376
21.795580,0.276868,0.192166,0.999685
21.685083,0.235657,0.157092,1.019901
21.795580,0.247722,0.013566,1.571338
21.795580,0.032509,0.087400,1.019255
21.795580,0.454803,0.278559,1.052543
21.906077,0.129922,-0.005301,1.079276
21.795580,0.086127,0.058615,1.052619
21.795580,0.042503,-0.031312,1.088016
21.464088,0.010545,0.288914,0.916104
21.685083,0.010260,0.090364,1.051232
21.795580,-0.000361,0.031920,1.039851
21.906077,-0.095437,-0.053618,1.140456
21.906077,0.349087,-0.084037,1.166353
21.906077,0.768778,0.193135,0.475608
21.795580,0.808184,-0.017442,0.683145
21.574586,1.085945,0.065626,0.283727
22.016575,0.921728,0.047728,0.274759
21.906077,1.010990,0.085082,0.068932
21.906077,0.987107,0.078603,0.084360
21.795580,0.987050,0.065151,0.083695
21.574586,0.987354,0.072276,0.083391
21.906077,0.988760,0.067051,0.082080
21.464088,0.992408,0.076608,0.082840
21.795580,0.992237,0.076076,0.075677
21.574586,0.989121,0.065493,0.081168
21.795580,0.985758,0.068229,0.080674
21.574586,0.990812,0.076494,0.063821
21.795580,0.991743,0.046284,0.081510
21.906077,0.992750,0.061750,0.080123
21.574586,0.990014,0.065360,0.079781
21.685083,0.988874,0.069464,0.079268
21.795580,0.997481,0.067602,0.079876
21.795580,0.985872,0.064543,0.083923
21.795580,0.990888,0.093233,0.082650
21.906077,0.992389,0.071060,0.076437
21.574586,0.987658,0.071573,0.079914
21.795580,0.987468,0.068362,0.080256
22.016575,0.994384,0.067469,0.080066
21.685083,0.986670,0.065873,0.083068
21.906077,0.989273,0.069217,0.080142
21.795580,0.993130,0.066538,0.077140
22.016575,0.984504,0.067982,0.082422
21.795580,0.988950,0.074898,0.076836
21.795580,0.988608,0.068742,0.081624
21.906077,0.990318,0.064467,0.073017
21.685083,0.994878,0.073112,0.081339
21.685083,0.993814,0.069369,0.079173
21.906077,0.989539,0.069635,0.084284
21.574586,0.989064,0.015751,0.094924
21.795580,0.994422,0.061750,0.081016
21.795580,0.989007,0.068533,0.079306
21.574586,0.992693,0.065702,0.081415
21.685083,0.986176,0.062681,0.079876
21.685083,0.991990,0.064866,0.079002
21.795580,0.991496,0.070889,0.083372
21.906077,0.991040,0.072352,0.079439
21.795580,0.992332,0.068533,0.081928
21.795580,0.993548,0.064828,0.080161
21.685083,0.989919,0.068647,0.078109
21.906077,0.987316,0.067697,0.079610
21.795580,0.992579,0.066728,0.081605
21.795580,0.989064,0.068932,0.079230
21.685083,0.989463,0.066253,0.080959
22.016575,0.990470,0.071155,0.078470
21.906077,0.992617,0.070870,0.080940
21.795580,0.987696,0.066044,0.077520
21.795580,0.988741,0.065702,0.079800
21.795580,0.992940,0.071630,0.079838
21.795580,0.993814,0.069768,0.080921
21.795580,0.993320,0.064220,0.078983
21.795580,0.988893,0.068970,0.079515
21.795580,0.986385,0.068856,0.079249
21.795580,0.988304,0.067754,0.078451
21.906077,1.006468,0.064277,0.084664
21.795580,0.990907,0.065550,0.083201
21.795580,0.992845,0.068837,0.076779
21.795580,0.992066,0.068077,0.079876
21.685083,0.995087,0.073872,0.084189
21.795580,0.985416,0.068495,0.078831
21.574586,0.991306,0.068761,0.077786
21.574586,0.984257,0.203509,0.056772
21.685083,0.989710,0.068970,0.079306
21.574586,0.992047,0.066120,0.082023
21.574586,0.989273,0.065265,0.081852
21.574586,0.990546,0.064562,0.077558
21.795580,0.990470,0.069084,0.081244
21.132597,0.989957,0.070053,0.078622
21.795580,0.993377,0.070718,0.085690
21.685083,0.990318,0.067735,0.080028
21.685083,0.988323,0.069122,0.082764
21.906077,0.993871,0.071440,0.082251
21.795580,0.989995,0.066519,0.081491
21.906077,0.984048,0.069312,0.077653
21.795580,0.989387,0.069939,0.077311
21.795580,0.993434,0.073492,0.078356
21.685083,0.994365,0.072789,0.081567
21.795580,0.991154,0.067716,0.080009
21.795580,0.985435,0.066747,0.077102
21.795580,0.993149,0.069084,0.085006
21.906077,0.986689,0.069521,0.083923
21.574586,0.995866,0.068609,0.080085
21.795580,0.996607,0.071896,0.085690
21.906077,0.991268,0.071820,0.079306
21.574586,0.989539,0.062738,0.081016
21.685083,0.991553,0.067963,0.082289
21.574586,0.992978,0.073891,0.081605
21.795580,0.992845,0.070889,0.083733
21.795580,0.991819,0.069046,0.080845
21.574586,0.991211,0.073587,0.082517
21.795580,0.989102,0.073207,0.080408
21.906077,0.993890,0.069122,0.080541
21.906077,0.991933,0.070756,0.081681
21.795580,0.988627,0.066880,0.082612
21.574586,0.991762,0.067811,0.081776
22.016575,0.988152,0.067450,0.081529
21.574586,0.990033,0.071763,0.084968
21.795580,0.984523,0.068400,0.082175
21.685083,0.988779,0.068362,0.078736
21.795580,0.991135,0.070547,0.079173
21.574586,0.985340,0.067431,0.078755
21.574586,0.993605,0.072029,0.080332
21.795580,0.991192,0.071402,0.081320
21.464088,0.988950,0.070357,0.081073
21.574586,0.991838,0.067830,0.080199
21.795580,0.988912,0.069540,0.083828
21.574586,0.983839,0.070224,0.083524
21.574586,0.991857,0.068058,0.081795
21.574586,0.987829,0.068096,0.082308
21.906077,0.991078,0.064220,0.083980
21.574586,0.990223,0.071744,0.081567
21.574586,0.992199,0.072428,0.079363
21.795580,0.992142,0.067374,0.081662
21.906077,0.993643,0.062206,0.079021
21.906077,0.989330,0.067678,0.082308
21.685083,0.989349,0.070452,0.082745
21.795580,0.992218,0.065398,0.084987
21.574586,0.990793,0.064999,0.086488
21.574586,0.990299,0.067336,0.080218
21.574586,0.999780,0.055689,0.098230
21.574586,1.192554,0.055138,0.221065
21.795580,0.897598,0.050369,0.479883
21.795580,0.732013,-0.007999,0.809609
21.685083,0.152057,0.060876,1.003485
21.685083,0.273942,0.058615,1.173269
21.574586,-0.179189,0.119206,0.987829
21.574586,-0.468958,0.132411,0.814359
21.795580,-0.747878,0.134007,0.632149
21.685083,-0.900429,0.084436,0.532893
21.464088,-0.886198,0.128706,0.359385
21.685083,-0.961951,0.062757,0.236189
21.795580,-0.848312,0.080389,0.121980
21.795580,-0.872176,0.088958,0.101650
21.574586,-0.913710,0.062852,0.083828
22.016575,-0.911468,0.059793,0.068153
21.574586,-0.904894,0.145350,0.099256
21.795580,-0.989482,-0.019247,0.060059
21.795580,-0.904077,0.050407,0.040489
21.574586,-0.916465,0.059812,0.100738
21.795580,-0.916370,0.053694,0.081396
21.574586,-0.915477,0.054568,0.079420
21.685083,-0.915496,0.015086,0.077159
21.685083,-0.918612,0.055499,0.080256
21.795580,-0.916769,0.059204,0.079952
21.795580,-0.914736,0.060097,0.076665
21.574586,-0.915002,0.058938,0.080313
21.685083,-0.918042,0.056981,0.078014
21.685083,-0.911088,0.058330,0.074613
21.795580,-0.910708,0.062130,0.079401
21.685083,-0.915667,0.057285,0.079173
21.574586,-0.916807,0.055442,0.081168
21.574586,-0.915040,0.058216,0.074385
21.685083,-0.913691,0.054682,0.076342
21.574586,-0.911316,0.058102,0.079097
21.464088,-0.911753,0.059717,0.076019
21.574586,-0.912456,0.057760,0.076779
21.574586,-0.914337,0.054720,0.076323
21.685083,-0.913786,0.059622,0.078204
21.795580,-0.914223,0.057893,0.079534
21.685083,-0.914546,0.052307,0.077463
21.795580,-0.917833,0.057798,0.077767
21.464088,-0.914641,0.056848,0.078755
21.685083,-0.902462,0.056050,0.073720
21.906077,-0.914451,0.056107,0.074993
21.795580,-0.911848,0.055556,0.077748
21.685083,-0.918384,0.058558,0.078413
21.685083,-0.916636,0.050673,0.078926
21.464088,-0.914508,0.055119,0.080636
21.795580,-0.916123,0.056411,0.082935
21.906077,-0.913710,0.053029,0.079040
21.574586,-0.913748,0.058691,0.079914
21.906077,-0.914907,0.058786,0.077482
21.795580,-0.917548,0.052345,0.076114
21.574586,-0.916617,0.058786,0.076589
21.795580,-0.912608,0.055328,0.078109
21.795580,-0.918954,0.058273,0.075810
21.795580,-0.915819,0.057057,0.078451
21.685083,-0.913425,0.057988,0.077311
21.685083,-0.917719,0.057209,0.080940
21.685083,-0.914299,0.055765,0.080465
21.795580,-0.915705,0.057988,0.076665
21.464088,-0.916883,0.051927,0.080009
21.795580,-0.911411,0.055480,0.077634
21.685083,-0.911582,0.055442,0.081282
21.574586,-0.915021,0.056297,0.076665
21.795580,-0.914128,0.056145,0.077729
21.464088,-0.916009,0.058710,0.077349
21.795580,-0.915344,0.055613,0.079952
21.906077,-0.910841,0.058178,0.077976
21.574586,-0.909036,0.060116,0.077615
21.574586,-0.914831,0.056886,0.079648
21.574586,-0.911278,0.061864,0.077862
21.685083,-0.917111,0.059413,0.077634
21.685083,-0.922963,0.057798,0.075753
21.574586,-0.913045,0.056924,0.076418
21.574586,-0.913862,0.060439,0.074651
21.685083,-0.915173,0.060667,0.075715
21.685083,-0.914375,0.060249,0.078812
21.795580,-0.916237,0.058349,0.075373
21.906077,-0.912551,0.055423,0.078831
21.685083,-0.913444,0.057912,0.079040
21.795580,-0.917339,0.057247,0.076171
21.685083,-0.917491,0.059451,0.078736
21.685083,-0.916883,0.056145,0.078470
21.685083,-0.913710,0.060401,0.077767
21.906077,-0.911126,0.060268,0.074062
21.685083,-0.915116,0.054777,0.078926
21.906077,-0.918916,0.059774,0.076551
21.574586,-0.916902,0.058216,0.077805
21.685083,-0.912969,0.056715,0.079382
21.795580,-0.914470,0.058254,0.074062
21.795580,-0.917966,0.057475,0.079857
21.574586,-0.914242,0.059850,0.077729
21.906077,-0.918973,0.059109,0.074689
21.574586,-0.913900,0.049989,0.076133
21.795580,-0.918213,0.057304,0.076494
21.464088,-0.919505,0.054530,0.078584
21.795580,-0.913558,0.056088,0.075753
21.464088,-0.916598,0.054188,0.077178
21.685083,-0.915116,0.057627,0.076456
21.795580,-0.913767,0.054549,0.074347
21.685083,-0.916655,0.059888,0.078033
21.685083,-0.913976,0.056221,0.074822
21.906077,-0.917377,0.056753,0.078679
21.906077,-0.914793,0.055347,0.077349
21.685083,-0.916522,0.052288,0.077919
21.795580,-0.916332,0.057456,0.077558
21.685083,-0.914071,0.058558,0.080408
21.685083,-0.919334,0.054853,0.077995
21.574586,-0.913653,0.057532,0.077007
21.685083,-0.916294,0.054416,0.077672
21.795580,-0.914394,0.055765,0.077482
21.574586,-0.916864,0.047994,0.077634
21.795580,-0.916503,0.056468,0.077292
21.795580,-0.916807,0.054834,0.077748
21.795580,-0.913178,0.056449,0.077596
21.795580,-0.916997,0.053979,0.076399
21.795580,-0.912342,0.056050,0.077938
21.574586,-0.912000,0.061959,0.079268
21.574586,-0.922146,0.053542,0.076399
21.574586,-0.911259,0.055556,0.078432
21.685083,-0.916199,0.054986,0.076133
21.574586,-0.909910,0.055043,0.078470
21.685083,-0.912133,0.056658,0.077805
21.906077,-0.912095,0.053618,0.075886
21.685083,-0.913900,0.054397,0.080047
21.574586,-0.913881,0.052212,0.080085
21.795580,-0.906034,0.053789,0.076817
21.795580,-0.914584,0.045372,0.076741
21.795580,-0.921291,0.059147,0.079344
21.685083,-0.917700,0.035853,0.068191
21.464088,-0.903735,0.058786,0.085956
21.464088,-0.913330,0.049780,0.079363
21.795580,-0.914489,0.059660,0.083372
21.574586,-0.915781,0.057646,0.083372
21.795580,-0.925585,0.055670,0.078394
21.795580,-0.919942,0.053124,0.077159
21.685083,-0.917358,0.062282,0.076627
21.795580,-0.919391,0.054435,0.080617
21.795580,-0.917985,0.049514,0.077634
21.574586,-0.915762,0.014041,0.067583
21.795580,-0.916864,0.021983,0.105013
