Temp [deg C],X_accel [g],Y_accel [g],Z_accel [g]
21.795580,-0.917491,0.067089,0.083049
21.906077,-0.915420,0.053637,0.078109
21.685083,-0.913824,0.056810,0.082992
21.795580,-0.919182,0.067032,0.090573
21.795580,-0.915990,0.044631,0.079059
22.016575,-0.918365,0.042579,0.077178
21.685083,-0.919714,0.050540,0.081605
21.685083,-0.917472,0.055157,0.083543
21.795580,-0.909454,0.050939,0.090478
21.906077,-0.923780,0.055556,0.084664
21.795580,-0.919961,0.058577,0.094525
21.795580,-0.913197,0.056126,0.103588
21.795580,-0.922906,0.055727,0.097527
21.795580,-0.928207,0.051927,0.104614
21.685083,-0.888326,0.040413,0.149568
21.795580,-0.925376,0.068723,0.168169
21.574586,-0.922488,0.060553,0.195035
21.795580,-0.927865,0.069084,0.226461
21.906077,-0.969133,0.089870,0.287451
21.685083,-0.900923,0.128345,0.308579
21.574586,-0.890093,0.196441,0.315533
21.795580,-0.854183,0.253365,0.329821
21.795580,-0.750557,0.323437,0.401736
21.464088,-0.729391,0.424593,0.517655
21.685083,-0.680238,0.531601,0.574731
21.906077,-0.529587,0.674462,0.589323
21.574586,-0.363014,0.778430,0.613928
21.795580,-0.196403,0.845652,0.578588
21.464088,-0.119358,0.883101,0.506673
21.464088,-0.019494,0.854620,0.465595
21.685083,0.088616,0.997481,0.302195
21.795580,0.061845,0.981578,0.193743
21.795580,0.119814,0.978671,0.031711
21.795580,-0.052554,0.592439,0.084113
21.795580,0.072846,0.973541,0.117857
21.464088,0.106989,1.014049,0.056601
21.574586,0.053846,0.995581,0.089471
21.795580,-0.026467,0.978728,0.124754
21.795580,-0.013718,0.998621,0.089205
21.795580,0.036423,1.004625,0.060686
21.795580,0.037753,0.999324,0.076475
21.464088,0.031008,0.998412,0.091884
21.685083,0.035758,0.998982,0.083220
21.906077,0.027455,0.997405,0.094829
21.795580,0.062681,1.005651,0.060382
21.574586,0.039786,0.999438,0.075088
21.574586,0.030932,0.996759,0.093879
21.574586,0.036100,0.997158,0.090402
21.795580,0.034770,0.998298,0.076551
21.685083,0.035416,0.996778,0.075772
21.795580,0.024814,1.009964,0.045296
21.795580,0.036556,0.999153,0.083600
21.795580,0.042370,1.003789,0.075715
21.574586,0.039045,1.002611,0.078432
21.906077,0.035777,1.001832,0.080522
21.795580,0.043567,1.000996,0.077976
21.574586,0.036290,0.997709,0.079952
21.574586,0.036233,0.998735,0.088236
21.574586,0.043871,1.002953,0.074898
21.685083,0.032756,1.001585,0.075449
21.685083,0.036765,0.996341,0.086127
21.574586,0.038684,0.995923,0.085025
21.574586,0.031863,0.997994,0.085215
21.795580,0.036594,1.001661,0.078755
21.685083,0.036252,1.000464,0.078280
21.685083,0.038684,1.001680,0.080864
21.906077,0.032851,1.003105,0.081491
21.906077,0.039938,1.001946,0.072504
21.574586,0.037278,1.002649,0.075848
21.795580,0.036898,1.003542,0.072941
21.795580,0.035644,0.998070,0.085690
21.574586,0.030115,0.994897,0.086032
21.685083,0.036670,1.002820,0.077159
21.574586,0.033801,0.999951,0.079610
21.464088,0.040888,1.000198,0.078185
21.574586,0.040850,1.002345,0.081833
21.574586,0.037677,1.005955,0.070775
21.795580,0.037848,0.999305,0.082441
21.795580,0.044403,1.001623,0.073226
21.574586,0.035929,0.999096,0.090155
21.464088,0.034143,1.002896,0.073112
21.795580,0.037810,1.002364,0.079705
21.795580,0.040204,0.998982,0.074233
21.795580,0.038133,0.998678,0.083315
21.795580,0.037183,1.000312,0.077957
21.574586,0.034371,1.000901,0.084512
21.685083,0.042161,1.002611,0.076304
21.574586,0.038475,1.005366,0.074784
21.795580,0.030571,0.996759,0.082555
21.795580,0.035834,1.002212,0.081662
21.795580,0.043890,1.002193,0.070053
21.464088,0.031635,0.999780,0.080275
21.574586,0.037734,0.999305,0.076551
21.574586,0.033193,0.998716,0.082650
22.016575,0.040907,1.005518,0.061769
21.574586,0.026258,1.003295,0.069540
21.574586,0.033288,0.998089,0.083961
21.685083,0.036385,0.998697,0.082802
21.574586,0.030153,0.998412,0.079363
21.795580,0.038855,1.003732,0.068609
21.574586,0.040033,1.004853,0.057228
21.685083,0.036043,0.998317,0.081244
21.906077,0.040508,0.997709,0.076760
21.795580,0.036670,0.998488,0.076019
21.685083,0.039900,1.002782,0.077178
21.685083,0.033193,0.997329,0.085538
21.574586,0.036290,1.003599,0.069445
21.574586,0.036081,1.004055,0.075240
21.574586,0.036347,0.999077,0.071345
21.574586,0.036043,1.004112,0.071706
21.685083,0.039634,1.001262,0.067317
21.685083,0.035587,1.000388,0.071345
21.795580,0.036423,1.001984,0.073017
21.574586,0.034333,0.997481,0.085785
21.464088,0.032015,1.000388,0.067279
21.574586,0.038760,1.003257,0.070452
21.574586,0.038494,0.991952,0.089566
21.574586,0.043320,1.001205,0.082004
21.685083,0.035758,1.000882,0.085044
21.464088,0.039501,0.999495,0.076893
21.464088,0.037810,1.000236,0.077900
21.685083,0.036309,0.996474,0.085215
21.574586,0.026334,0.998545,0.081510
21.574586,0.049134,1.003371,0.079705
21.574586,0.040660,1.000198,0.081757
21.574586,0.034086,0.997177,0.085310
21.574586,0.032547,0.999495,0.083733
21.574586,0.024187,0.996512,0.085614
21.574586,0.034181,0.995562,0.082004
21.464088,0.037563,1.000236,0.079952
21.464088,0.042883,1.002060,0.077026
21.464088,0.038988,1.001433,0.073188
21.795580,0.035967,1.003732,0.081320
21.464088,0.035302,0.998944,0.082042
21.353591,0.035682,1.003143,0.078204
21.574586,0.034618,1.000977,0.071459
21.685083,0.033003,1.001832,0.083220
21.685083,0.040109,1.001566,0.077729
21.795580,0.042769,0.999951,0.075620
21.685083,0.039425,0.997329,0.079857
21.685083,0.034542,0.997291,0.081985
21.574586,0.037981,0.999533,0.082137
21.574586,0.035967,1.000578,0.086070
21.464088,0.037563,0.995942,0.086184
21.574586,0.034238,1.002725,0.072846
21.464088,0.036366,1.001471,0.084664
21.464088,0.038475,1.002516,0.074024
21.464088,0.036100,0.995049,0.075297
21.685083,0.030248,0.994498,0.082593
21.464088,0.034637,1.002592,0.065569
21.574586,0.034599,1.000426,0.071535
21.464088,0.040318,0.998298,0.069008
21.464088,0.038703,1.000692,0.063175
21.574586,0.036442,1.002535,0.069597
21.574586,0.042028,1.000407,0.070661
21.685083,0.037335,1.000787,0.072561
21.464088,0.036784,1.003485,0.073872
21.574586,0.037126,1.001566,0.072333
21.464088,0.040033,0.997158,0.081016
21.574586,0.027455,0.995011,0.088502
21.464088,0.039900,0.989881,0.079895
21.574586,0.033440,1.006487,0.076228
21.574586,0.013623,1.006259,0.067488
21.795580,0.055442,0.999818,0.077007
21.574586,0.038817,1.007646,0.057817
21.464088,0.042180,0.997386,0.075924
21.685083,0.031749,0.996265,0.077387
21.685083,0.025859,0.990736,0.102866
21.464088,0.043282,1.002326,0.067298
21.353591,0.058102,1.002668,0.047082
21.574586,0.041838,1.000920,0.073758
21.353591,0.048697,1.003675,0.058216
21.574586,0.044954,0.999324,0.071668
21.464088,0.032319,0.999837,0.076114
21.574586,0.036898,1.002440,0.084113
21.464088,0.036138,0.998165,0.073150
21.464088,0.039273,1.003276,0.056943
21.464088,0.034903,0.999286,0.071060
21.464088,0.042427,1.005670,0.058273
21.574586,0.036252,1.003884,0.051243
21.685083,0.032889,1.000616,0.064828
21.574586,0.035226,1.003276,0.076893
21.464088,0.036613,0.997291,0.080427
21.574586,0.036784,1.003941,0.054093
21.464088,0.033041,0.999153,0.071573
21.574586,0.034333,0.998488,0.067678
21.464088,0.036157,1.001965,0.068020
21.574586,0.034181,1.004017,0.071155
21.574586,0.043111,0.998811,0.070224
21.685083,0.010640,1.003124,0.074860
21.353591,-0.000684,1.005176,0.043605
21.464088,-0.051870,0.891043,0.160588
21.685083,0.030438,0.990261,0.099560
21.353591,-0.074518,1.045152,0.238640
21.464088,-0.033972,0.957866,0.382470
21.464088,-0.156123,0.900999,0.453796
21.574586,-0.251484,0.835183,0.522405
21.464088,-0.189582,0.689415,0.681549
21.574586,-0.308522,0.685292,0.572280
21.574586,-0.484082,0.642656,0.508877
21.685083,-0.564110,0.623257,0.459059
21.464088,-0.762033,0.525521,0.342950
21.464088,-0.824258,0.501372,0.356193
21.464088,-0.802028,0.394269,0.241794
21.464088,-0.697490,0.260433,0.287660
21.464088,-0.932900,0.133418,0.105260
21.464088,-0.993225,-0.073017,0.083733
21.574586,-0.932463,-0.120802,-0.456323
21.243094,-0.565383,-0.135470,-0.361722
21.464088,-0.780007,-0.125020,-0.382812
21.353591,-0.878731,-0.416879,-0.335046
21.353591,-0.425961,-0.716490,-0.144229
21.464088,-0.316255,-1.003922,0.064239
21.574586,-0.094297,-0.934933,0.129675
21.353591,0.051414,-0.835316,0.234574
21.464088,0.004370,-0.929936,0.165452
21.464088,0.082137,-0.537491,0.081814
21.464088,0.028253,-0.900866,0.009348
21.464088,0.048241,-0.905198,0.051984
21.574586,0.038266,-0.917073,0.052041
21.464088,0.036138,-0.919505,0.050749
21.464088,0.046227,-0.904514,0.058159
21.464088,0.031331,-0.911677,0.047025
21.353591,0.024814,-0.918118,0.056221
21.464088,0.014820,-0.902272,0.056753
21.574586,0.029089,-0.904134,0.056544
21.464088,0.042370,-0.914546,0.054568
21.464088,0.041648,-0.915458,0.055347
21.464088,0.043168,-0.915325,0.056962
21.574586,0.036556,-0.912114,0.058824
21.574586,0.041914,-0.914831,0.054606
21.685083,0.043282,-0.912456,0.056183
21.464088,0.039691,-0.914071,0.058235
21.464088,0.039862,-0.907497,0.058045
21.353591,0.037145,-0.911506,0.056126
21.464088,0.043776,-0.909264,0.056107
21.464088,0.042009,-0.913121,0.055879
21.685083,0.040983,-0.912190,0.059128
21.132597,0.039026,-0.912513,0.056772
21.464088,0.040052,-0.910005,0.055708
21.464088,0.042427,-0.910993,0.055822
21.464088,0.042256,-0.910822,0.054758
21.464088,0.042845,-0.912817,0.057437
21.574586,0.037734,-0.915401,0.057798
21.464088,0.040679,-0.912494,0.051167
21.574586,0.041268,-0.907991,0.055974
21.464088,0.040014,-0.913558,0.057494
21.464088,0.038380,-0.912399,0.057437
21.464088,0.039292,-0.913064,0.058577
21.464088,0.039900,-0.914831,0.056354
21.464088,0.035302,-0.913064,0.054606
21.464088,0.039273,-0.913767,0.053675
21.464088,0.039786,-0.913121,0.056430
21.464088,0.044479,-0.912665,0.057266
21.464088,0.044935,-0.910043,0.057152
21.353591,0.038342,-0.913653,0.053143
21.574586,0.039216,-0.914755,0.053808
21.353591,0.035663,-0.911164,0.053713
21.464088,0.041135,-0.914242,0.051015
21.464088,0.037962,-0.908827,0.055442
21.574586,0.041173,-0.911449,0.057057
21.464088,0.041002,-0.914736,0.052117
21.353591,0.045011,-0.914907,0.060249
21.353591,0.043054,-0.911297,0.057988
21.464088,0.037468,-0.914907,0.056506
21.464088,0.037848,-0.916522,0.057247
21.464088,0.041724,-0.911829,0.055917
21.464088,0.039292,-0.913482,0.054739
21.464088,0.042731,-0.912665,0.058748
21.353591,0.040394,-0.915667,0.052326
21.353591,0.041249,-0.911316,0.051756
21.574586,0.040451,-0.915097,0.054074
21.243094,0.038000,-0.915838,0.057836
21.464088,0.041477,-0.910860,0.058995
21.464088,0.036670,-0.912760,0.055366
21.464088,0.041059,-0.912057,0.055404
21.464088,0.039216,-0.910575,0.053599
21.464088,0.037164,-0.914014,0.057836
21.353591,0.042522,-0.912285,0.052858
21.353591,0.038095,-0.913102,0.056658
21.464088,0.039102,-0.912798,0.058729
21.464088,0.040185,-0.913786,0.056430
21.464088,0.040242,-0.916978,0.056126
21.464088,0.045087,-0.914128,0.054663
21.464088,0.040527,-0.909606,0.055081
21.353591,0.038399,-0.913824,0.056563
21.243094,0.039520,-0.910670,0.055803
21.464088,0.039824,-0.912494,0.053903
21.243094,0.040869,-0.915724,0.056449
21.464088,0.034200,-0.909416,0.053561
21.574586,0.039254,-0.909435,0.055689
21.464088,0.039102,-0.915458,0.053390
21.243094,0.043890,-0.911943,0.054169
21.353591,0.042674,-0.912038,0.054568
21.353591,0.038665,-0.913615,0.053694
21.464088,0.039919,-0.909283,0.055917
21.464088,0.039425,-0.909663,0.052877
21.464088,0.041496,-0.911601,0.055784
21.464088,0.039406,-0.910879,0.059280
21.464088,0.037563,-0.911753,0.051946
21.353591,0.040033,-0.912627,0.054739
21.464088,0.039615,-0.913520,0.058045
21.353591,0.035644,-0.909454,0.054131
21.464088,0.039729,-0.910214,0.054245
21.464088,0.040185,-0.913311,0.056848
21.464088,0.040337,-0.913007,0.058691
21.574586,0.037620,-0.909853,0.055955
21.464088,0.043320,-0.909701,0.052288
21.353591,0.039862,-0.913862,0.051965
21.464088,0.039862,-0.912285,0.056316
21.243094,0.040793,-0.914242,0.055651
21.574586,0.041553,-0.910727,0.052630
21.464088,0.041401,-0.909948,0.053751
21.464088,0.040964,-0.910556,0.052611
21.464088,0.036119,-0.911335,0.055537
21.464088,0.040204,-0.910879,0.052858
21.464088,0.040888,-0.910119,0.056126
21.353591,0.040451,-0.912703,0.057133
21.353591,0.041686,-0.914166,0.055651
21.353591,0.038190,-0.911278,0.056316
21.464088,0.038342,-0.913102,0.056202
21.353591,0.038475,-0.911126,0.053960
21.353591,0.040356,-0.912665,0.054606
21.574586,0.040413,-0.913938,0.053181
21.464088,0.040204,-0.913368,0.057399
21.243094,0.041496,-0.920037,0.053694
21.464088,0.039083,-0.911715,0.054511
21.464088,0.037031,-0.915344,0.054017
21.574586,0.036917,-0.914489,0.058672
21.464088,0.039710,-0.909758,0.053960
21.464088,0.039330,-0.916883,0.055062
21.353591,0.039121,-0.910043,0.060876
21.353591,0.039938,-0.913596,0.057380
21.464088,0.039292,-0.911088,0.054169
21.464088,0.040679,-0.911848,0.054435
21.464088,0.038418,-0.912456,0.052022
21.464088,0.040565,-0.910936,0.054055
21.243094,0.043035,-0.912722,0.056791
21.353591,0.040907,-0.913387,0.060192
21.243094,0.040565,-0.902595,0.058596
21.353591,0.039330,-0.913102,0.054226
21.353591,0.040432,-0.908808,0.056772
21.243094,0.039843,-0.913976,0.057741
21.243094,0.031255,-0.921481,0.063897
21.464088,0.037031,-0.914736,0.056354
21.574586,0.041762,-0.909853,0.053314
21.353591,0.039235,-0.915002,0.054815
21.464088,0.040375,-0.912114,0.057494
21.464088,0.043111,-0.913558,0.056753
21.132597,0.040375,-0.912798,0.057342
21.353591,0.042921,-0.908295,0.059185
21.353591,0.040109,-0.913938,0.052345
21.464088,0.037791,-0.910575,0.054207
21.464088,0.039197,-0.915382,0.056354
21.464088,0.040869,-0.912152,0.052630
21.353591,0.038608,-0.913710,0.051262
21.464088,0.040413,-0.914546,0.054549
21.353591,0.043985,-0.913444,0.056658
21.464088,0.038323,-0.915021,0.053789
21.243094,0.038931,-0.910233,0.054625
21.353591,0.036195,-0.910081,0.053922
21.464088,0.041534,-0.910784,0.054948
21.464088,0.042009,-0.910974,0.055594
21.464088,0.039957,-0.909074,0.053827
21.243094,0.041629,-0.908181,0.055005
21.353591,0.036214,-0.917586,0.055575
21.464088,0.042104,-0.912095,0.055955
21.464088,0.036784,-0.909663,0.055005
21.574586,0.040052,-0.911430,0.053998
21.353591,0.039672,-0.913463,0.055841
21.464088,0.038266,-0.912019,0.052611
21.464088,0.045600,-0.913121,0.058102
21.243094,0.041667,-0.915230,0.052706
21.464088,0.036024,-0.911563,0.053732
21.464088,0.045524,-0.909549,0.057741
21.243094,0.039330,-0.908618,0.053314
21.243094,0.040774,-0.913216,0.056468
21.353591,0.041002,-0.899517,0.059945
21.464088,0.042541,-0.910404,0.057285
21.353591,0.040983,-0.917529,0.056430
21.464088,0.038551,-0.914641,0.054644
21.464088,0.037658,-0.910518,0.054416
21.243094,0.037335,-0.913254,0.057608
21.464088,0.039501,-0.913539,0.056544
21.243094,0.039596,-0.915572,0.052193
21.464088,0.040204,-0.911886,0.057608
21.464088,0.039672,-0.906566,0.057722
21.464088,0.041990,-0.912342,0.055252
21.464088,0.040736,-0.916370,0.056430
21.464088,0.037639,-0.915705,0.057038
21.353591,0.035188,-0.912228,0.059565
21.243094,0.038475,-0.912741,0.057342
21.464088,0.041268,-0.911772,0.056145
21.243094,0.047025,-0.913558,0.054492
21.243094,0.042465,-0.907763,0.058102
21.464088,0.040033,-0.912418,0.052060
21.353591,0.036290,-0.913976,0.053447
21.574586,0.042712,-0.910879,0.056031
21.353591,0.042788,-0.915249,0.056392
21.464088,0.042028,-0.911981,0.053618
21.353591,0.037335,-0.910404,0.057760
21.353591,0.038665,-0.913767,0.053314
21.464088,0.038076,-0.916731,0.060439
21.243094,0.039007,-0.914983,0.053808
21.464088,0.041078,-0.915002,0.054207
21.464088,0.036898,-0.901075,0.056867
21.243094,0.039957,-0.915116,0.056639
21.464088,0.042294,-0.915933,0.054245
21.464088,0.036822,-0.910442,0.053029
21.464088,0.046816,-0.906205,0.057855
21.574586,0.086108,-0.908409,0.065797
21.132597,0.035017,-0.91190
